,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
275,피재,지하철,정거장,복공,상부,화물자동차,쓰레기,폐기물,박스,하역,후,정차,화물자동차,탑승,운전,시도,중,화물차,전방,돌진,작업,개구부,아래,정거장,바닥,추락,명,사망,명,낙하물,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,아파트,전면,잔디,식재,피재,화물자동차,적재함,상부,잔디,하역작업,진행,중,몸,중심,아파트,내,아스팔트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,비계공,피재,타워크레인,수직,부재,등,조립,이동식크레인,를,연결,후,부속,장치,등,설치작업,진행,중,연결,편,하중,작업,하중,타워크레인,기초,부,체설,전도,의,상,안전대,작업,중,피재,충돌,협착,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,펌프카,사용,콘크리트,타설작업,완료,후,피재,유압,작동,펌프카,붐,단,상태,유압,조정,밸브,붐,하강,붐,사이,피재,머리,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,토류,판,목재,다발,장소,이동,섬유벨트,결속,굴삭기,버켓,훅,인양,약,중,섬유벨트,하중,파단,목재,다발,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,소나무,벌목,작업,중,피재,소나무,발,지표,경사면,암반,모서리,머리,의식,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,철골,구조물,조립,작업,피재,철골,구조,상부,길이,찬넬,개,이동식크레인,인양,거치,상태,쪽,섬유벨트,샤클,후,반대편,체결,샤클,이동,중,실족,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,피재,통행,차량,신호,중,송수관,부설,작업,후,후진,백,호우,충돌,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,피재,현장,내,순찰,박스,상부,중,박스,상부,슬래브,개구부,실족,아래,박스,내부,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,피재,명,성곽,돌,시공,담장,하부,경계석,몰탈,충,작업,중,담장,상부,석재,굴삭기,하중,담장,붕괴,석재,토사,매몰,명,사망,나머지,명,상당,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,피재,우수관,매설,작업,굴착,부위,저면,레벨,측정,중,굴착,사면,일부,약,붕괴,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,피재,성당,내부,천장,방염,처리,공사,내부,비계,작업발판,용도,합판,설치,중,기,설치,합판,피재,이동,중,파손,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,피재,지상,층,높이,쌍줄,비계,상,진망,설치,쌍줄,비계,이동,중,쌍줄,비계,외측,실족,아래,지상,층,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,교량,교각,기초,철근,조립,작업,중,발생,돌풍,철근,결속선,절단,수직,철근,전도,피재,수직,철근,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,피재,지하,층,지하,층,손수레,운반,슬래브,단부,설치,안전난간,일부,섬유,프로,손수레,약,운반,중,몸,중심,손수레,약,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,피재,이동식,계단,발판,위,오수,배관,설치,중,작업발판,훅,탈락,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,철골,해체작업,피재,철골기둥,승강,사다리,중,기초,앵커,너트,철골기둥,피재,전도,피재,콘크리트,바닥,철골기둥,사이,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,갱폼,해체,작업,타워,크레인,지지,갱폼,앵커,볼트,해체작업,완료,후,인접,갱폼,이동,중,앵커,볼트,기,해체,갱폼,탈락,갱폼,약,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,피재,아치교,부경사,설치,안전난간,수직,보호망,해체작업,진행,중,실족,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,피재,동료,작업자,명과,철골,지붕,상부,샌드위치 판넬,설치작업,진행,중,지붕,기,인양,판넬,몸,중심,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,피재,명,형,사다리,위,기둥,상부,창방,조립,중,전도,방지,버팀대,하중,파손,기둥,사다리,전도,명,사망,나머지,명,지상,보조,피재,상당,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,피재,명,하수관거,연결,작업,진행,중,기존,매립,상,수관,파열,누수,발생,이,안정,굴착,법면,붕괴,피재,명,토사,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,피재,지붕,단부,동판,후,레싱,아스팔트,부착,작업,진행,중,몸,중심,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,하수관,부설,작업,진행,과정,매설,물,횡단,배수로,간,흙막이,설치,가능,피재,굴착,작업,진행,중,굴착,법면,붕괴,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,피재,창틀,보양재,제거,작업,후,점심,외부,비계,작업발판,이동,중,실족,아래,지하층,장비,반,입구,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,철골,공인,피재,공장,천정,마감재,철판,중,용접,부위,탈락,철판,몸,중심,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,지상,층,해체,거푸집,유로폼,탈락,비계,수직,망,낙하,지하,층,자재,하역작업,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,도장공,피재,고소작업차,탑승,설비,탑승,철골기둥,내화,피복,도장작업,진행,중,붐,강하,탑승,설비,철골,보조,기둥,충돌,안전,난간,파손,피재,아래,지상,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,피재,등,명,굴삭기,사용,전석,작업,진행,중,경사면,단부,전석,아래,피재,가격,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,피재,콘크리트,타설,보양,작업,진행,중,지상,층,구간,설치,갱폼,작업발판,구조,물간,이격,개구부,아래,지상,추락,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,형틀목공,피재,형,옹,벽,내부,거푸집,설치,후,동바리,설치,주변,자재,정리,중,벽체,내부,거푸집,전도,집,협착,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,피재,절토,비탈면,낙석,방지망,설치,이동식,크레인,낙석,방지망,인양,기구,망,결속,부위,절단,순간,몸,중심,아래,지면,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,피재,주유소,캐노피,상부,유리,설치작업,유리,압착기,사용,동료,근로자,양쪽,판유리,약,운반,중,유리,압착기,몸,중심,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,흙막이,상부,로우,더,오수관,운반,작업,진행,중,결속,딩,관로,본이,굴착,저면,부,낙하,흙막이,아래,굴착,저면,거리,측량,피재,강타,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,아파트,상,가동,콘크리트,타설,도중,거푸집,변형,콘크리트,재자,콘크리트,잔재물,백,호우,버켓,삽,중,버켓,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,가시설,방호벽,해체작업,작업반장,산소,용접기,절단,경사,도괴,주변,정리,피재,두부,강타,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,피재,고소작업차,탑승,설비,교량,슬래브,하부,거푸집,해체작업,진행,중,약,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,천장,철,골보,하부,가설,전선,케이블,지지,피재,고소작업대,탑승,체인블록,케이블,인양,천장,우프,후,체인블록,과정,케이블,지지,우프,낙하,고소작업대,측면,난간대,케이블,약,고소작업대,전도,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,철골,공인,피재,공장,지붕,철골,조립,작업,철,골보,상부,이동식크레인,인양,철골빔,설치,위치,유도,중,철골빔,안전대,부착,설비,가격,충격,수평,구명줄,고정부,지주,피재,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,수중,석축,공사,크레인,하선,작업,진행,도중,차도선,카,균형,크레인,해상,전복,침몰,선장,등,명,익사,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,기존,블록,조립,장,설치,이동식크레인,철판,약,인양,붐,선회,신장,중,크레인,전도,블록,조립,작업장,작업,중,피재,명,가격,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,피재,해체,흙막이,가시설,형강,현장,외부,반출,이동식,크레인,운전원,교신,중,볼트,해체,상태,거치,낙하,피재,안면부,강타,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,농,수직,굴착,약,폭,약,저면,상수도관,부설,작업,진행,과정,배관,설치,접합,작업,중,굴착,법면,상단,지반,붕괴,피재,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,피재,낙하물방지망,설치작업,진행,중,발코니,턱,매입,낙하물방지망,지지,앵커,탈락,피재,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,피재,지하,주차장,경사,슬래브,콘크리트,타설,과정,슬래브,거푸집,변형,침하,등,이상,유무,점검,중,거푸집,동바리,최대,층고,약,붕괴,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,데크,플레이트,상부,철근,과적재,전체,약,집중,약,측면,집유,폼,각재,상재,하중,지탱,슬래브,붕괴,슬래브,상부,작업,중,피재,명,아래,지상,바닥,추락,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,피재,배전,간선,관로,파손,부위,교체,굴착,부위,폭,너비,저면,작업,후,상부,이동,중,하천,제방,측,터파기,사면,일부,약,붕괴,매몰,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,고속도,건설,공사,터널,현장,막장,숏,리트,타설,작업,진행,중,차,숏,리트,타설,시공,완료,선행,막장,천,단부,암,반약,낙하,숏,리트,장비,작업대,탑승,작업,중,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,피재,덤프트럭,신호,토취장,내,크러셔,투입구,앞,중,후진,로우,버켓,용량,충돌,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,피재,명,옹벽,상단,콘크리트,타설작업,진행,중,콘크리트,측압,벽체,탈락,강재,거푸집,전도,아래,지상,바닥,추락,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,피재,정화조,내부,방,수작업,완료,후,정화조,개구부,거치,이동식사다리,상부,관리,중,몸,중심,아래,정하,조,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,도장공,피재,달비계,위,아파트,계단실,외부,계단,창호,손도장,작업,진행,중,달비계,몸,중심,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,설비,공인,피재,수직,굴착,저면,상수도관,연결,용접작업,수행,중,굴착,법면,토사,약,붕괴,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,피재,교각,기둥,강재,거푸집,작업발판,위,거푸집,해체작업,진행,중,거푸집,탈락,거푸집,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,피재,카,리프트,출입구,단부,인접,말비계,위,벽면,컴,프레,배관,설치작업,진행,과정,바닥,고정,볼트,실족,카르,트,출입구,아래,지하,층,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,피재,명,시스템,폼,인양,섬유벨트,시스템,폼,수직재,수평재,사이,타워크레인,인양,중,시스템,폼,결,클램프,하중,집중,클램프,파단,이,시스템,폼,낙하,인접,벽체,작업발판,피재,명,가격,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,지하층,옹,벽,철근,배근,작업,완료,후,타워크레인,대형,거푸집,약,인양,쌍줄,비계,옹벽,철근,사이,폭,약,설치,과정,대형,거푸집,옹벽,철근,약,수직,철근,낙하,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,타일,보조,공인,재해자,건물,중,정부,설치,비계,작업발판,위,타일,부착,작업,진행,중,실족,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,피재,명,방화벽,거푸집,위,콘크리트,타설,완료,후,면정,덮개,설치,작업,진행,중,동시,아래,콘크리트,바닥,추락,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,교량,강교,하부,설치,안전방망,고소작업차,사용,중,고소작업차,전도,작업대,탑승,피재,작업대,추락,명,사망,명,상당,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,창호,공인,피재,창호설치,발코니,난간,윈치,설치,후,창호,틀,인양,중,발코니,난간,탈락,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,철골,공인,피재,지상,조립,철,골보,상부,철골기둥,철,골보,연결,장력,볼트,정조,작업,진행,중,몸,중심,철,골보,안전방망,사이,개구부,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,피재,세대,주택,캔틸레버,구조,외부,계단실,계단참,슬래브,약,지지,알루미늄,창틀,노루발,일,명,빠루,해체작업,진행,중,자중,작업,하중,등,슬래브,붕괴,피재,두부,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,맨홀,케이블,긴장,작업,완료,후,잉여,케이블,카고크레인,사용,인양,중,약,위치,와이어로프,파단,잉여,케이블,재자,두부,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,옹벽,철근,조립,작업,진행,과정,우측,벽체,외측,하부,철근,자립,상실,무게,중심,측면,끝단,외측,철근,조립,중,피재,안면,강타,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,피재,아파트,외벽,도장작업,달비계,작업대,탑승,중,몸,중심,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,피재,계단실,내부,벽체,도장작업,형사,다리,위,천정,부분,페인트,보양,비닐,테이프,중,실족,계단실,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,외부,쌍줄,비계,해체작업,진행,과정,피재,수평,띠장,옥상,중,무게,반력,실족,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,피재,교량,보수,설치,비계,방진막,해체작업,진행,과정,비계,상부,이동,중,몸,중심,작업발판,단부,개구부,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,피재,철거,잔재,선별,선별,망,백,호우,붐,끝,후크,체인,선별,망,양중,중,달기,체인,이탈,선별,망이,전도,피재,선별,망,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,피재,층,슬래브,단부,철근,양,작업,이동식,크레인,위치,중,무게,중심,아래,지면,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,피재,아파트,층,슬래브,거푸집,정리,작업,진행,과정,제연,덕트,개구부,합판,거푸집,중,몸,중심,바닥,개구부,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,굴삭기,덤프트럭,사용,지하층,토사,평탄,작업,진행,과정,후진,굴삭기,타이어,식,운전원,업무,협의,중,피재,발견,진행,충돌,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,피재,교량,도장작업,준비,하부,안전방망,부직포,설치작업,진행,중,실족,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,피재,항타기,오거,모터,스크류,연결,작업,수행,후,스크류,지지,백,호우,버켓,제거,오거,모터,스크류,낙하,피재,케이싱,모터,개구부,크류,사이,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,파일,천공작업,장비,후진,회전,중,항타기,해머,상부,지지,와이어로프,샤클,해머,낙하,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,갱폼,인양,작업,타워크레인,등,양중기,지지,상태,갱폼,지지,앵커,볼트,중,갱폼,구조물,이탈,피재,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,파,레트,위,물탱크,와이어로프,체결,후,이동식,크레인,인양,중,물탱크,낙하,장비,반,입구,하부,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,준공,준비,외벽,물청소,작업,중,피재,옥상,파라펫,위,다음,작업,위치,달비계,로프,중,강풍,등,몸,중심,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,아파트,지상,층,발코니,단부,수직,철근,절곡,작업,진행,중,실족,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,굴삭기,버켓,콘크리트,맨홀,거푸집,타설,중,버켓,퀵,커플러,버켓,부착,장치,이탈,낙하,하부,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,고소작업대,위,무대,세트,설치작업,진행,중,고소작업대,전도,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,피재,덤프트럭,상차,포장,철거,파쇄,물,임시,적치,장소,하차,후,트럭,하차,상태,확인,중,트럭,면경,사약,트럭,정지,차량,탑승,시도,과정,차량,적치장,측면,교량,교각,운전석,문,차체,사이,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,피재,흙막이,시설,설치,트렌치,굴착,부,법면,바닥,면,등,정리,중,법면,토사,일부,붕괴,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,경사,지붕,기와,아스팔트,교체,피재,강재,각파이프,용접작업,후,휴식,이동,중,아스팔트,싱글,부착,설치,합판,위,아래,화단,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,피재,등,명,곤돌라,사용,엘리베이터,실,외부,벽면,유리,설치작업,진행,과정,곤돌라,동료,작업자,곤돌라,지지,안전대,피재,도라,건물,사이,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,지상,층,지브크레인,인양,전선관,다발,피재,지상,슬래브,단부,전선관,다발,지지,섬유,로프,내부,중,섬유,로프,탄력,건물,외부,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,피재,향후,외부,마감,공사,드라이,비트,외부,비계,상,작업발판,설치,과정,휴식,중,몸,중심,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,피재,공장,슬레이트,지붕,위,지붕,철거,작업,중,슬레이트,파손,공장,내부,약,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,배관공,피재,매설,완료,관로,수입,테스트,진행,과정,테스트,압력,상승,것,확인,가압,밸브,중,테스트,단관,전부,압력,이탈,비래,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,피재,계단실,내부,도장작업,진행,중,계단참,단부,실족,아래,지하층,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,포장,공인,피재,셔,로울러,사용,기층,아스팔트,콘크리트,일,명,아스,콘,포설,작업,진행,중,짐,후진,타이어,로울러,충돌,바퀴,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,피재,공장,경사,지붕,판넬,해체작업,형강,상부,동료,작업자,명과,지붕판,일,명,샌드위치,판넬,중,몸,중심,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,피재,자재,정리,작업,기,설치,이동식,목재,사다리,옥상,층,중,몸,중심,실족,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,지하,주차장,출입,계단,상부,탑,라이트,채광,천창,철제,프레임,도색,작업,프레임,하부,작업발판,설치,중,작업발판,단부,몸,중심,아래,지하층,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,하수,암거,보수,공사,피재,등,명,홀,하수,암거,기존,암거,손상,콘크리트,제거,작업,진행,중,소나기,하수,암거,내,수위,물,명,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,피재,지반,위,콘크리트,절단기,흄관,절단작업,진행,중,고속,회전,중,절단기,날,절단면,끼,위,피재,목,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,피재,등,명,고소작업차,탑승,설비,유리,탑승,건물,외벽,유리,설치작업,진행,중,고소작업차,붐대,파단,탑승,설비,피재,명,유리,추락,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,피재,지하층,펌핑,작업,드라이,창,연결,배수,호스,배출,상태,확인,중,분전반,인출,콘센트,접촉,감전,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,피재,공장,지붕,노후,천막,교체,크레인,전용,탑승,설비,탑승,철거,작업,진행,중,인접,특별,고압,전선로,피재,어깨,부,접촉,감전사,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,피재,교량,빔,자형,철근,피복,두께,확보,꺽쇠,철근,벤딩,작업,진행,중,꺽쇠,교량,하부,약,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,피재,층,외부,비계,해체작업,진행,중,실족,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,지상,운반,슬래브,단부,유로폼,낙하,유로폼,인양,작업,후,지상,층,휴식,중,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,피재,지상,층,갱폼,고정,볼트,해체,후,고정,볼트,상태,갱폼,작업발판,이동,중,갱폼,탈락,피재,약,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,피재,철골,구조,층,추락,방지망,설치,준비,작업,과정,하부,자재,철골기둥,승강,트랩,중,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
