word,,,,,,T_F,,,,,,
가이드 플레이트,,,,NNP,*,,가이드 플레이트,*,*,*,*,*
테프론,,,,NNP,*,,테프론,*,*,*,*,*
메인써포트,,,,NNP,*,,메인써포트,*,*,*,*,*
지지기둥,,,,NNP,*,,지지기둥,*,*,*,*,*
탄성 슈,,,,NNP,*,,탄성 슈,*,*,*,*,*
피어 세그먼트,,,,NNP,*,,피어 세그먼트,*,*,*,*,*
곡선부,,,,NNP,*,,곡선부,*,*,*,*,*
피뢰설비,,,,NNP,*,,피뢰설비,*,*,*,*,*
급운행,,,,NNP,*,,급운행,*,*,*,*,*
급하강,,,,NNP,*,,급하강,*,*,*,*,*
노즈 이음부,,,,NNP,*,,노즈 이음부,*,*,*,*,*
트러스 노즈 개구부,,,,NNP,*,,트러스 노즈 개구부,*,*,*,*,*
노즈 상단 개구부,,,,NNP,*,,노즈 상단 개구부,*,*,*,*,*
노즈 이음부 상단 개구부,,,,NNP,*,,노즈 이음부 상단 개구부,*,*,*,*,*
관로매설공사,,,,NNP,*,,관로매설공사,*,*,*,*,*
좌표측량,,,,NNP,*,,좌표측량,*,*,*,*,*
관로동선,,,,NNP,*,,관로동선,*,*,*,*,*
상하수도관,,,,NNP,*,,상하수도관,*,*,*,*,*
도시가스관,,,,NNP,*,,도시가스관,*,*,*,*,*
전기정보통신관,,,,NNP,*,,전기정보통신관,*,*,*,*,*
열배관,,,,NNP,*,,열배관,*,*,*,*,*
방호울타리,,,,NNP,*,,방호울타리,*,*,*,*,*
폐자재,,,,NNP,*,,폐자재,*,*,*,*,*
후진경보기,,,,NNP,*,,후진경보기,*,*,*,*,*
후방카메라,,,,NNP,*,,후방카메라,*,*,*,*,*
굴착면,,,,NNP,*,,굴착면,*,*,*,*,*
지장물,,,,NNP,*,,지장물,*,*,*,*,*
가스관,,,,NNP,*,,가스관,*,*,*,*,*
굴착토사,,,,NNP,*,,굴착토사,*,*,*,*,*
수중펌프,,,,NNP,*,,수중펌프,*,*,*,*,*
벨트콘베이어,,,,NNP,*,,벨트콘베이어,*,*,*,*,*
공기호흡기,,,,NNP,*,,공기호흡기,*,*,*,*,*
도시가스,,,,NNP,*,,도시가스,*,*,*,*,*
인화성가스,,,,NNP,*,,인화성가스,*,*,*,*,*
황화수소,,,,NNP,*,,황화수소,*,*,*,*,*
유해가스,,,,NNP,*,,유해가스,*,*,*,*,*
토류벽,,,,NNP,*,,토류벽,*,*,*,*,*
구름멈춤대,,,,NNP,*,,구름멈춤대,*,*,*,*,*
퀵커플러,,,,NNP,*,,퀵커플러,*,*,*,*,*
타이어롤러,,,,NNP,*,,타이어롤러,*,*,*,*,*
머캐덤롤러,,,,NNP,*,,머캐덤롤러,*,*,*,*,*
탠덤롤러,,,,NNP,*,,탠덤롤러,*,*,*,*,*
관로 매설공사,,,,NNP,*,,관로 매설공사,*,*,*,*,*
유압식 추진공법,,,,NNP,*,,유압식 추진공법,*,*,*,*,*
반력벽,,,,NNP,*,,반력벽,*,*,*,*,*
추진 받침대,,,,NNP,*,,추진 받침대,*,*,*,*,*
선도관,,,,NNP,*,,선도관,*,*,*,*,*
추진관,,,,NNP,*,,추진관,*,*,*,*,*
잔토처리설비,,,,NNP,*,,잔토처리설비,*,*,*,*,*
